title,vote_average,adult,genres,spoken_languages
Anna,6.673,False,"Thriller, Action","Dutch, English, Italian, Russian"
Martyrs,7.334,False,"Horror, Drama, Thriller",French
Patriots Day,7.042,False,"Action, Crime, Drama, History, Thriller","Arabic, English, Mandarin"
My Best Friend's Wedding,6.599,False,"Comedy, Romance","English, French, Italian"
To All the Boys: P.S. I Still Love You,6.87,False,"Romance, Comedy",English
Happy Gilmore,6.619,False,Comedy,English
The Power of the Dog,6.792,False,"Drama, Western",English
Project Almanac,6.729,False,"Science Fiction, Thriller, Drama",English
Water for Elephants,6.943,False,"Drama, Romance","English, Polish"
Alpha,6.491,False,"Adventure, Drama",English
They Call Me Jeeg,7.442,False,"Crime, Drama, Action, Science Fiction",Italian
Tinker Tailor Soldier Spy,6.618,False,"Drama, Thriller, Mystery","English, French, Hungarian, Russian, Turkish"
Lethal Weapon 4,6.577,False,"Action, Adventure, Comedy, Crime, Thriller","English, Cantonese, Mandarin"
Rope,7.967,False,"Thriller, Crime, Drama",English
The Foreigner,6.965,False,"Action, Thriller","Mandarin, English"
Legion,5.819,False,"Horror, Action, Fantasy",English
Concussion,7.086,False,"Drama, History",English
Booksmart,7.05,False,Comedy,"Mandarin, English, Spanish"
Flightplan,6.445,False,"Thriller, Drama, Mystery","Arabic, German, English, French, Italian, Japanese"
Immortals,5.978,False,"Fantasy, Action, Drama","Greek, English"
Rings,4.966,False,Horror,English
The Invitation,6.475,False,"Thriller, Horror",English
Chicago,7.109,False,"Comedy, Crime, Drama","Hungarian, English"
Halloween Kills,6.49,False,"Horror, Thriller",English
Colombiana,6.602,False,"Action, Thriller, Crime, Drama","English, Spanish"
Mowgli: Legend of the Jungle,6.49,False,"Adventure, Drama","English, Hindi"
Death Wish,6.135,False,"Action, Crime, Drama, Thriller",English
Gabriel's Inferno,8.449,False,"Romance, Drama",English
To Kill a Mockingbird,8.002,False,Drama,"English, German"
Friday the 13th,5.75,False,Horror,English
Munich,7.141,False,"Drama, Action, History, Thriller","Arabic, German, Greek, English, French, Hebrew, Italian, Russian"
Seventh Son,5.492,False,"Adventure, Fantasy",English
Antichrist,6.637,False,"Drama, Horror, Thriller",English
Cold Pursuit,5.785,False,"Action, Crime, Thriller",English
Death Becomes Her,6.752,False,"Comedy, Fantasy, Horror",English
Smile,6.7,False,"Horror, Mystery, Thriller",English
Hairspray,6.656,False,"Comedy, Romance, Drama",English
The Land Before Time,7.115,False,"Family, Animation, Adventure",English
Jingle All the Way,5.998,False,"Family, Comedy, Adventure",English
Highlander,6.886,False,"Adventure, Action, Fantasy",English
Hard Candy,6.822,False,"Drama, Thriller",English
Anchorman 2: The Legend Continues,6.135,False,Comedy,English
Daddy's Home 2,6.27,False,Comedy,English
No Escape,6.915,False,Thriller,"French, English, Thai"
I Am Mother,6.684,False,"Science Fiction, Thriller",English
Mike and Dave Need Wedding Dates,6.06,False,Comedy,English
Lost Highway,7.583,False,"Drama, Thriller, Mystery",English
Upside Down,6.264,False,"Romance, Science Fiction, Drama, Fantasy",English
Ava,5.793,False,"Action, Thriller, Crime","German, French, English"
Dial M for Murder,8.021,False,"Thriller, Crime",English
The Sting,8.02,False,"Comedy, Crime, Drama",English
Amores Perros,7.626,False,"Drama, Thriller",Spanish
In the Mood for Love,8.1,False,"Drama, Romance","Cantonese, French, Spanish"
Incendies,8.098,False,"Drama, War, Mystery","French, Arabic, English"
Dungeons & Dragons: Honor Among Thieves,7.459,False,"Adventure, Fantasy, Comedy",English
ParaNorman,6.963,False,"Family, Animation, Adventure, Comedy",English
The Hustle,6.221,False,"Comedy, Crime, Action","English, Danish, French, German, Dutch"
Legends of the Fall,7.388,False,"Adventure, Drama, Romance, War, Western","Cornish, English"
Sunset Boulevard,8.34,False,Drama,English
Freddy vs. Jason,6.037,False,Horror,English
The Space Between Us,7.1,False,"Romance, Adventure, Science Fiction, Drama",English
The Guilty,6.406,False,"Drama, Thriller",English
Inherent Vice,6.577,False,"Drama, Mystery, Comedy",English
After We Fell,7.097,False,"Romance, Drama",English
Hollow Man,5.918,False,"Action, Science Fiction, Thriller",English
The Dead Don't Die,5.418,False,"Comedy, Horror, Fantasy",English
S.W.A.T.,6.14,False,"Action, Thriller, Crime","English, Spanish, French"
Triangle,6.924,False,Horror,English
The Secret in Their Eyes,7.987,False,"Crime, Mystery, Thriller, Romance, Drama",Spanish
Jobs,6.13,False,"Drama, History",English
Shanghai Noon,6.407,False,"Adventure, Action, Comedy, Western","English, Mandarin, Spanish"
You're Next,6.593,False,"Horror, Thriller, Mystery",English
The Rescuers,6.752,False,"Fantasy, Family, Animation, Adventure",English
Wild,7.023,False,Drama,English
Dinosaur,6.52,False,"Family, Animation",English
Gremlins 2: The New Batch,6.392,False,"Comedy, Horror, Fantasy",English
Evil Dead Rise,7.006,False,"Thriller, Horror",English
EuroTrip,6.6,False,Comedy,"English, French, Italian, Japanese, German"
Bronson,6.994,False,"Drama, Action, Crime",English
Paul Blart: Mall Cop,5.407,False,"Action, Adventure, Comedy, Family",English
Tom & Jerry,6.861,False,"Comedy, Family, Animation",English
Dogma,6.906,False,"Fantasy, Comedy, Adventure",English
Loving Vincent,8.026,False,"Animation, Drama, Mystery, History",English
Around the World in 80 Days,5.906,False,"Action, Adventure, Comedy","German, English, French, Hindi, Turkish, Cantonese"
Ouija: Origin of Evil,6.123,False,Horror,English
The Time Traveler's Wife,6.932,False,"Drama, Romance, Fantasy",English
Suspiria,6.936,False,"Drama, Horror, Mystery, Fantasy","English, French, German"
Richard Jewell,7.43,False,"Drama, Crime",English
The Great Escape,7.942,False,"Adventure, Drama, History, Thriller, War","English, German, French, Russian"
Borat Subsequent Moviefilm,6.468,False,Comedy,"Croatian, Bulgarian, Romanian, English, Hungarian, Hebrew"
Welcome to the Sticks,6.667,False,"Comedy, Drama, Romance",French
The Boss Baby: Family Business,7.442,False,"Animation, Comedy, Adventure, Family",English
The Assassination of Jesse James by the Coward Robert Ford,7.048,False,"Action, Drama, Western",English
Eat Pray Love,6.231,False,"Drama, Romance","Portuguese, English, Italian"
Awakenings,7.753,False,Drama,English
Anaconda,5.172,False,"Adventure, Horror, Thriller",English
Johnny English Strikes Again,6.257,False,"Action, Adventure, Comedy",English
Clerks,7.418,False,Comedy,English
Kindergarten Cop,6.1,False,Comedy,"English, Spanish"
J. Edgar,6.21,False,"Drama, Crime, History",English
Surf's Up,6.386,False,"Animation, Comedy, Family",English
Sound of Metal,7.74,False,"Drama, Music","English, French"
The Ides of March,6.671,False,Drama,English
Paranormal Activity 2,5.75,False,"Horror, Mystery",English
Only God Forgives,5.9,False,"Drama, Thriller, Crime","English, Thai"
Hot Tub Time Machine,6.0,False,"Science Fiction, Comedy, Adventure",English
The Bélier Family,6.926,False,"Comedy, Music, Drama","English, French, Spanish"
I Saw the Devil,7.802,False,"Thriller, Horror",Korean
Irrational Man,6.538,False,"Drama, Comedy, Crime",English
Midway,7.155,False,"Action, Drama, War, History, Adventure","Mandarin, English, Japanese"
Season of the Witch,5.428,False,"Adventure, Fantasy, Action","Latin, English"
The Flintstones,5.312,False,"Fantasy, Comedy, Family",English
Rushmore,7.418,False,"Comedy, Drama","French, English, Latin, Spanish"
A Time to Kill,7.381,False,"Crime, Drama, Thriller",English
Hellraiser,6.879,False,"Horror, Thriller",English
Conan the Barbarian,6.79,False,"Adventure, Fantasy, Action",English
The Big Sick,7.344,False,"Comedy, Drama, Romance","English, Urdu"
Don't Breathe 2,7.122,False,"Thriller, Horror",English
Fantasy Island,5.844,False,"Horror, Fantasy, Adventure, Mystery",English
Babylon,7.443,False,"Drama, Comedy","Cantonese, English, Spanish"
Adaptation.,7.369,False,"Comedy, Crime, Drama","English, Latin"
Tom Clancy's Without Remorse,7.026,False,"Adventure, Action, Thriller, War","English, Russian"
Beautiful Boy,7.554,False,Drama,English
Run,7.336,False,"Thriller, Horror, Drama",English
Fractured,6.7,False,Thriller,English
Love,6.459,False,"Drama, Romance",English
X,6.8,False,Horror,English
Safe,6.483,False,"Action, Crime, Thriller","English, Mandarin, Russian"
Elektra,5.024,False,"Action, Fantasy, Science Fiction","English, Japanese"
Stuart Little 2,5.748,False,"Family, Adventure, Animation, Comedy",English
The Curse of La Llorona,5.7,False,"Horror, Mystery, Thriller","Spanish, English"
Deep Blue Sea,5.955,False,"Action, Horror, Science Fiction",English
"Definitely, Maybe",6.906,False,"Comedy, Romance",English
Taxi,6.654,False,"Comedy, Action, Crime, Adventure","Portuguese, French, German, Korean"
Return to Never Land,6.486,False,"Adventure, Fantasy, Animation, Family",English
The French Dispatch,7.094,False,"Drama, Comedy","English, French"
The Chorus,7.713,False,Drama,French
Bean,6.444,False,"Comedy, Family, Adventure",English
Snitch,6.081,False,"Thriller, Drama, Action","English, Spanish"
The Forever Purge,7.029,False,"Horror, Action, Thriller",English
Gulliver's Travels,5.195,False,"Family, Comedy, Adventure, Fantasy",English
Fun with Dick and Jane,6.196,False,Comedy,English
Hardcore Henry,6.382,False,"Action, Adventure, Science Fiction","English, Russian"
"Good Bye, Lenin!",7.56,False,"Comedy, Drama",German
It's Kind of a Funny Story,6.982,False,"Comedy, Drama",English
Dirty Harry,7.461,False,"Action, Crime, Thriller","Spanish, English"
Hustle,7.787,False,"Drama, Comedy","English, Spanish"
When We First Met,6.587,False,"Comedy, Romance, Fantasy",English
Gamer,5.7,False,"Action, Thriller, Science Fiction",English
Jackie,6.443,False,Drama,English
Dogville,7.778,False,"Crime, Drama, Thriller",English
The Strangers,6.102,False,"Horror, Mystery, Thriller",English
Safe Haven,7.25,False,"Romance, Thriller","English, Portuguese"
Mr. Peabody & Sherman,6.735,False,"Animation, Adventure, Family",English
Zack and Miri Make a Porno,6.302,False,Comedy,English
Portrait of a Lady on Fire,8.178,False,"Drama, Romance","Italian, French"
Eraserhead,7.403,False,Horror,English
The Mountain Between Us,6.616,False,"Drama, Adventure, Romance",English
The Boondock Saints,7.256,False,"Action, Thriller, Crime","English, Spanish"
Ghostland,7.35,False,"Horror, Mystery, Thriller","French, English"
What's Your Number?,6.494,False,"Comedy, Romance",English
Judge Dredd,5.773,False,Science Fiction,English
John Q,7.111,False,"Drama, Thriller, Crime","English, Spanish"
The Cable Guy,5.964,False,"Comedy, Drama, Thriller",English
Flubber,5.631,False,"Comedy, Family, Science Fiction",English
Resident Evil: Welcome to Raccoon City,6.029,False,"Horror, Science Fiction, Action",English
Perfect Blue,8.287,False,"Animation, Thriller",Japanese
Mulan II,6.477,False,"Animation, Comedy, Family, Action",English
Night of the Living Dead,7.62,False,Horror,English
The SpongeBob Movie: Sponge Out of Water,6.064,False,"Family, Adventure, Comedy, Fantasy, Animation",English
We Are Your Friends,6.725,False,"Drama, Music, Romance, Comedy","English, Spanish, Italian"
Ghost Ship,5.931,False,"Horror, Mystery, Thriller","English, Italian, Spanish"
K-PAX,7.186,False,"Science Fiction, Drama, Mystery",English
It Comes at Night,5.841,False,"Drama, Horror, Mystery",English
Enola Holmes 2,7.547,False,"Adventure, Mystery, Comedy, Crime",English
Labyrinth,7.3,False,"Adventure, Family, Fantasy",English
Horns,6.296,False,"Drama, Fantasy, Thriller",English
Peninsula,6.8,False,"Horror, Adventure, Action, Thriller","English, Korean"
Pandorum,6.559,False,"Action, Horror, Mystery, Science Fiction, Thriller","English, Vietnamese, German"
Step Up 2: The Streets,6.684,False,"Music, Drama, Romance","Russian, English"
Just Like Heaven,6.932,False,"Drama, Comedy, Romance, Fantasy","Spanish, English"
Descendants,7.117,False,"Family, Music, Adventure, Comedy, Fantasy, TV Movie",English
The Little Things,6.329,False,"Crime, Drama, Thriller",English
Ghosts of Girlfriends Past,5.954,False,"Fantasy, Comedy, Romance",English
Before Midnight,7.513,False,"Romance, Drama","English, Greek, French"
Storks,6.636,False,"Adventure, Animation, Comedy, Family",English
25th Hour,7.332,False,"Crime, Drama",English
3 Idiots,7.984,False,"Drama, Comedy","English, Hindi, Sanskrit"
Elite Squad,8.057,False,"Drama, Action, Crime",Portuguese
The Man from Earth,7.62,False,"Science Fiction, Drama",English
Beverly Hills Cop II,6.47,False,"Action, Comedy, Crime",English
Green Street Hooligans,7.248,False,"Crime, Drama",English
The Little Mermaid,6.536,False,"Adventure, Family, Fantasy, Romance",English
Flatliners,5.7,False,"Drama, Horror, Thriller",English
Bicycle Thieves,8.213,False,Drama,Italian
Movie 43,4.577,False,Comedy,English
Never Back Down,6.746,False,"Drama, Action",English
Manhattan,7.75,False,"Comedy, Drama, Romance",English
A Bronx Tale,7.843,False,"Drama, Crime","English, Italian"
Anna Karenina,6.731,False,"Drama, Romance","English, French, Russian"
Widows,6.5,False,"Crime, Thriller","English, Polish, Spanish"
Legend of the Guardians: The Owls of Ga'Hoole,6.8,False,"Animation, Adventure, Family, Fantasy",English
Sherlock: The Abominable Bride,7.866,False,"Crime, Drama, Mystery, TV Movie",English
Last Christmas,7.227,False,"Comedy, Romance","Mandarin, French, Croatian, English"
The Watch,5.571,False,"Comedy, Action, Science Fiction",English
I Now Pronounce You Chuck & Larry,6.031,False,"Comedy, Romance",English
Halloween,6.198,False,Horror,English
Look Who's Talking,6.272,False,"Comedy, Romance",English
Grimsby,5.928,False,"Action, Comedy",English
Cliffhanger,6.473,False,"Action, Adventure, Thriller",English
Poltergeist,5.192,False,Horror,English
An American Werewolf in London,7.375,False,"Comedy, Horror",English
Ronin,6.9,False,"Action, Thriller, Crime","English, French, Russian"
Foxcatcher,6.656,False,"Drama, Thriller",English
Australia,6.579,False,"Adventure, Drama, Romance","English, Mandarin, Japanese"
The Raid 2,7.632,False,"Action, Crime, Thriller","Arabic, Indonesian, Japanese, English"
Point Break,5.921,False,"Action, Adventure, Crime, Thriller",English
Sky High,6.236,False,"Adventure, Comedy, Family",English
Big Momma's House,5.795,False,"Crime, Comedy",English
The Addams Family,6.613,False,"Family, Animation, Comedy, Fantasy",English
A Ghost Story,7.107,False,"Fantasy, Drama",English
Sleepless in Seattle,6.73,False,"Comedy, Drama, Romance",English
Herbie Fully Loaded,5.705,False,"Comedy, Family, Adventure, Fantasy, Romance",English
Purple Hearts,8.155,False,"Romance, Drama",English
Wild Hogs,5.942,False,"Action, Adventure, Comedy",English
What Dreams May Come,7.194,False,"Drama, Fantasy, Romance",English
Starsky & Hutch,5.793,False,"Comedy, Crime","English, Korean"
Ed Wood,7.506,False,"Comedy, Drama, History",English
Every Day,7.229,False,"Fantasy, Romance",English
Never Let Me Go,6.856,False,"Drama, Romance, Science Fiction",English
Sing Street,7.88,False,"Comedy, Romance, Drama, Music",English
Push,6.148,False,"Science Fiction, Action, Adventure, Thriller",English
Gandhi,7.543,False,"Drama, History","English, Hindi"
Monster,7.227,False,"Crime, Drama",English
Burlesque,7.187,False,"Drama, Romance",English
Spenser Confidential,6.532,False,"Comedy, Action, Thriller","English, Spanish"
The Ring Two,5.732,False,"Drama, Horror, Thriller",English
